genres,title,item_id,anio_lanzamiento
"racing,sports",GRID Autosport - Road &amp; Track Car Pack,289023,2014
"action,casual,indie",Borealis,307170,2014
"casual,simulation",Rocksmith® 2014 – Sublime - “What I Got”,294992,2014
"casual,simulation",Rocksmith® 2014 – Sublime - “Wrong Way”,294993,2014
"casual,simulation",Rocksmith® 2014 – Sublime - “Smoke Two Joints”,294994,2014
"casual,simulation",Rocksmith® 2014 – Sublime - “Caress Me Down”,294995,2014
"casual,simulation",Rocksmith® 2014 – Sublime Song Pack,294997,2014
strategy,Wargame Red Dragon - Second Korean War DLC,318290,2014
"adventure,indie",Date Warp,301380,2010
"casual,simulation",Rocksmith® 2014 – Sublime - “Santeria”,294996,2014
"action,free to play,massively multiplayer,rpg",Act 4 Update Celebration Kit,320710,2014
"simulation,strategy",RECYCLE,294830,2014
"casual,indie,simulation",Train Fever,304730,2014
"casual,free to play,indie,early access",Anarchy Arcade,266430,2014
"action,adventure",Sniper Elite 3 - Axis Weapons Pack,305185,2014
"casual,indie,simulation",Hatoful Boyfriend,310080,2014
"indie,strategy",Hunters Of The Dead,318570,2014
"action,adventure,indie",Boo Bunny Plague,313590,2014
"action,adventure",Boo Bunny Plague - Deluxe Edition,315890,2014
action,Dead Rising 3 Apocalypse Edition,265550,2014
"action,rpg",PAYDAY 2: Gage Assault Pack,320030,2014
simulation,Train Simulator: Union Pacific GP50 Loco Add-On,222634,2014
strategy,Planetary Annihilation - Digital Deluxe Add-on,321580,2014
"free to play,indie,massively multiplayer,strategy",Infinity Wars: Animated Trading Card Game,257730,2014
"action,indie,racing",Orborun,308580,2014
"action,indie",Velocibox,317710,2014
racing,Ford Street Racing,306520,2006
racing,Ford Racing 3,315600,2005
"indie,rpg,strategy,early access",Claustrophobia: The Downward Struggle,269590,2014
racing,Ford Racing Off Road,315740,2008
"casual,simulation",Rocksmith® 2014 – Lynyrd Skynyrd - “Simple Man”,294998,2014
"casual,simulation",Rocksmith® 2014 – Ted Nugent - “Stranglehold”,294999,2014
"adventure,casual,indie",Hack 'n' Slash,246070,2014
"casual,simulation",Rocksmith® 2014 – Deep Purple - “Highway Star”,294932,2014
"casual,indie,simulation",Farming World - Jam Factory,317070,2014
strategy,CoH 2 - German Commander: Encirclement Doctrine,249094,2014
strategy,CoH 2 - Soviet Commander: Tank Hunter Tactics,249092,2014
"racing,simulation,sports",MotoGP™14 Red Bull Rookies Cup DLC,297980,2014
"casual,indie,simulation,strategy",Plague Inc: Evolved Soundtrack,315960,2014
"indie,rpg,simulation,strategy",Hegemony Rome: The Rise of Caesar - Bannermen Pack,308170,2014
"casual,indie,strategy",Great Permutator Demo,319340,2014
action,El Diablo Islands - Host,321620,2014
action,Call of Duty®: Ghosts - Nemesis,259253,2014
"action,free to play,indie",Wild Warfare - Steam Starter Kit,315120,2014
"action,adventure",Red Johnson's Chronicles - 1+2 - Steam Special Edition,312050,2014
"action,casual,indie,strategy",Toast Time,316660,2014
strategy,Nobunaga's Ambition: Souzou - Scenario Tennouzan,297890,2014
strategy,Nobunaga's Ambition: Souzou - Scenario Nagashinonotatakai,297891,2014
strategy,Nobunaga's Ambition: Souzou - Scenario Tetorigawa,297893,2014
strategy,Nobunaga's Ambition: Souzou - Scenario Itsukushima,297892,2014
strategy,Nobunaga's Ambition: Souzou - Scenario Dokuganryutatsu,297894,2014
strategy,Nobunaga's Ambition: Souzou - Scenario Shingenjouraku,297895,2014
"action,adventure,rpg",FATE: The Traitor Soul,303680,2009
"action,indie,sports",Lethal League,261180,2014
"casual,free to play,indie",Animal Pack,300150,2014
casual,Grim Legends: The Forsaken Bride,284850,2014
simulation,Train Simulator: BR Class 35 Loco Add-On,258677,2014
"casual,free to play,indie",True Gentlemen Pack,261220,2014
"action,free to play,strategy",The Great War 1918,314420,2013
"adventure,indie",Shadowgate - Special Edition DLC,318591,2014
"indie,rpg,strategy",Bravada,315930,2014
"free to play,indie,massively multiplayer,racing,rpg,strategy",Darkwind: War on Wheels,295710,2014
"indie,simulation",Sentris,303530,2015
"action,casual,indie",Amazing Princess Sarah,315850,2014
"casual,indie,rpg,simulation",Mountain,313340,2014
"indie,strategy",AI War: Destroyer of Worlds,317150,2014
"adventure,indie",Detective Grimoire,272600,2014
"adventure,casual",Haunted,260550,2012
"action,free to play,indie,sports,strategy,early access",ACE - Arena: Cyber Evolution,285580,2014
"action,free to play,indie,sports,strategy",ACE Founder Pack DLC,318271,2014
"action,free to play,indie,sports,strategy",ACE Champion Pack DLC,316130,2014
action,USFIV: Classic Vacation Pack,308264,2014
indie,Super Killer Hornet Original,316400,2014
"action,free to play,indie,sports,strategy",ACE Supporter Pack DLC,287620,2014
action,USFIV: Challengers Vacation Pack 1,308266,2014
action,USFIV: Challengers Vacation Pack 2,308267,2014
"action,adventure,casual,indie",Dungeons: The Eye of Draconus,303510,2014
action,USFIV: Arcade Challengers Vacation Pack,308268,2014
"free to play,indie,rpg,simulation",Depression Quest,270170,2014
action,USFIV: 2014 Challengers Vacation Pack,308269,2014
"action,adventure",Blinding Dark,303870,2014
"casual,simulation",Rocksmith® 2014 – No Doubt - “Don’t Speak”,294978,2014
rpg,Risen 3 - Titan Lords,249230,2014
"casual,simulation",Rocksmith® 2014 – No Doubt - “Ex-Girlfriend”,294979,2014
"casual,simulation",Rocksmith® 2014 – No Doubt - “Spiderwebs”,294980,2014
"casual,simulation",Rocksmith® 2014 – No Doubt Song Pack,294981,2014
simulation,Trainz Simulator DLC: CONTZ Pack - Basic Edition,318050,2014
racing,Trials Fusion - Empire of the Sky,311551,2014
"action,adventure,indie",Trace Vector,297410,2014
"casual,simulation",Rocksmith® 2014 – Duran Duran - “Ordinary World”,294982,2014
simulation,DCS: Fw 190 D-9 Dora,250990,2014
"casual,simulation",Rocksmith® 2014 – Duran Duran - “Hungry Like the Wolf”,294983,2014
"casual,simulation",Rocksmith® 2014 – Duran Duran - “Rio”,294984,2014
"indie,simulation",Five Nights at Freddy's,319510,2014
"casual,simulation",Rocksmith® 2014 – Duran Duran Song Pack,294985,2014
"indie,sports,strategy",Chess 2: The Sequel,314340,2014
"rpg,strategy",King's Bounty: Dark Side,289520,2014
simulation,Trainz Simulator DLC: SNCF - AGC Languedoc,318960,2014
"action,casual,indie",Super Spatters Demo,265350,2014
"indie,rpg",Fantasy Grounds - PFRPG: BASIC3 - A Giving Time,319840,2014
"action,indie,strategy",Tiestru,317720,2014
"action,indie,simulation,sports",Depth Hunter 2: Deep Dive Demo,317910,2014
"action,adventure,casual,indie,simulation,sports",Depth Hunter 2: Deep Dive,248530,2014
action,DW8XLCE - DW7 ORIGINAL COSTUME PACK 1,316860,2014
action,DW8XLCE - DW7 ORIGINAL COSTUME PACK 2,316861,2014
action,DW8XLCE - SOLDIER &amp; OFFICER UNIFORM SET,316868,2014
action,DW8XLCE - DW7 ORIGINAL COSTUME PACK 3,316862,2014
simulation,Trainz Simulator DLC: CONTZ Pack - Standard Edition,317690,2014
simulation,OMSI 2 Add-on City Bus O305,271390,2014
"action,adventure,casual,free to play,indie,massively multiplayer",Cubic Castles,317470,2014
"indie,rpg",Always Sometimes Monsters Demo,317760,2014
"action,free to play,indie,rpg",Forge Pathfinder VIP Pack,313850,2014
strategy,Total War: ROME II - Daughters of Mars Unit Pack,297830,2014
"indie,simulation",Euro Truck Simulator 2 - High Power Cargo Pack,304214,2014
indie,Concursion Demo,318080,2014
"action,indie",Hangeki,316020,2014
"free to play,simulation",World of Guns:World War II Pack,310400,2014
"adventure,casual",The Maker's Eden Demo,318450,2014
early access,Colossal Kaiju Combat™: Kaijuland Battles,290810,2014
action,USFIV: Shoryuken Vacation Pack,308261,2014
action,USFIV: Shadaloo Vacation Pack,308263,2014
action,USFIV: Brawler Vacation Pack,308262,2014
action,USFIV: Femme Fatale Vacation Pack,308265,2014
"adventure,indie",Bionic Heart,314200,2009
"indie,rpg",Fantasy Grounds - Deadlands Noir - Figure Flats (Token Pack),317833,2014
"indie,rpg",Fantasy Grounds - Deadlands Noir - Player's Guide,317831,2014
"indie,rpg",Fantasy Grounds - Deadlands Noir - The Old Absinthe House Blues (Adventure),317832,2014
"indie,strategy",OTTTD,312630,2014
action,DW8XLCE - SPECIAL COSTUME PACK 1 &amp; SPECIAL WEAPON,316440,2014
"indie,simulation",Classroom Aquatic Demo,317560,2014
"indie,strategy",OTTTD Demo,316870,2014
action,DW8XLCE - SPECIAL COSTUME PACK 2,316441,2014
action,DW8XLCE - BASE THEME PACK,316448,2014
action,DW8XLCE - BGM PACK,316820,2014
action,DW8XLCE - OLD COSTUME PACK 1,316442,2014
action,DW8XLCE - OLD COSTUME PACK 2,316443,2014
action,DW8XLCE - OLD COSTUME PACK 4,316445,2014
action,DW8XLCE - OLD COSTUME PACK 3,316444,2014
action,DW8XLCE - POWERFUL WEAPON PACK,316446,2014
action,DW8XLCE - UNIQUE WEAPON PACK,316447,2014
action,DW8XLCE - WALLPAPER PACK,316821,2014
action,Ultra Street Fighter® IV,45760,2014
simulation,Train Simulator: Duchess of Sutherland Loco Add-On,258644,2014
casual,Kingdom Tales 2,288610,2014
"indie,strategy",Direct Hit: Missile War,314760,2011
"adventure,free to play,massively multiplayer,rpg,simulation",Amazing World™,293500,2014
"indie,rpg",Heroes of a Broken Land,314470,2014
"action,adventure,indie,rpg,simulation,strategy,early access",From the Depths,268650,2014
"casual,simulation",Rocksmith® 2014 – Biffy Clyro Song Pack,294977,2014
"action,adventure,indie",Rex Rocket,288020,2014
"action,indie,rpg",Space Hack,315260,2005
"indie,simulation",Pe-2: Dive Bomber,314770,2007
simulation,New York Bus Simulator,283580,2009
"indie,rpg",Runers Demo,317210,2014
"free to play,massively multiplayer,rpg",Royal Quest,295550,2014
"action,casual,indie",Back to Bed,308040,2014
"free to play,simulation,strategy",Battle Islands,305260,2014
"action,indie",Lovely Planet OST,317890,2014
"adventure,casual,simulation",Flower Shop: Winter In Fairbrook,311680,2011
"indie,rpg",The Sacred Tears TRUE Demo,316850,2014
"adventure,indie",Cognition - Original Soundtrack Vol 2,316671,2014
"adventure,indie",Cognition - Original Soundtrack Vol 1,316670,2014
"free to play,massively multiplayer,rpg",Royal Quest - Royal Guard Pack,311540,2014
"free to play,massively multiplayer,rpg",Royal Quest - Champion of Aura Pack,313790,2014
"casual,simulation,sports",Pure Pool,300610,2014
simulation,Train Simulator: CSX SD80MAC Loco Add-On,277733,2014
"action,rpg",Sacred 3: Z4ngr13f Weapon Spirit,279112,2014
"action,rpg",Sacred 3: Malakhim Hero,279110,2014
"action,rpg",Sacred 3: Underworld Story,261160,2014
"action,indie,early access",Recruits,246880,2014
"action,indie,sports",Epigenesis,244590,2014
"action,adventure",Sniper Elite 3 - Sniper Rifles Pack,305184,2014
"adventure,indie",Residue: Final Cut,265790,2014
"action,adventure,indie",The Sun at Night,314570,2014
"adventure,indie",Blackbay Asylum,313140,2014
"adventure,indie",Eidolon,286140,2014
strategy,Z Steel Soldiers,275510,2014
"action,free to play,indie,massively multiplayer,rpg",Guns and Robots,293540,2014
"casual,simulation",Rocksmith® 2014 – Lamb of God - “Laid to Rest”,294968,2014
"casual,simulation",Rocksmith® 2014 – Lamb of God - “Walk With Me In Hell”,294969,2014
"adventure,indie,rpg",Northmark: Hour of the Wolf,307010,2014
"casual,simulation",Rocksmith® 2014 – Lamb of God - “Ghost Walking”,294970,2014
"indie,rpg",Fantasy Grounds - C&amp;C: Classic Monsters,316650,2014
"indie,simulation,sports",Mount Your Friends,296470,2014
"education,software training,utilities,video production",liteCam Android: No Root Android Screen Recorder,315240,2014
"casual,simulation",Rocksmith® 2014 – Lamb of God Song Pack,294971,2014
action,liteCam Android: No Root Android Screen Recorder Demo,316040,2014
"simulation,strategy",Industry Empire,291930,2014
simulation,Rise of Flight: Intrepid Flyers,315560,2014
"action,adventure,casual,free to play,indie,massively multiplayer,racing,rpg,simulation,sports,strategy",AutoTileSet,313320,2014
"adventure,casual",The Maker's Eden,313360,2014
"animation &amp,modeling,education,utilities,web publishing",Flash Exporter for Clickteam Fusion 2.5,267653,2014
"adventure,casual",The Maker's Eden - Soundtrack,316640,2014
"action,indie,rpg",Crypt of the Necrodancer Original Danny Baranowsky Soundtrack,314680,2014
"racing,sports",Colin McRae Rally,287340,2014
"animation &amp,modeling,design &amp,illustration,education,software training,utilities",Leadwerks Game Engine - SciFi Interior Model Pack,315490,2014
"action,adventure,indie",Jet Gunner Demo,316900,2014
"action,adventure,indie",Spud's Quest,315610,2014
"action,adventure,indie",Pineview Drive,288880,2014
"adventure,indie,rpg,simulation",Pixel Piracy,264140,2015
"indie,rpg",Fantasy Grounds - C&amp;C: Of Gods and Monsters,316651,2014
"casual,simulation,sports",Pure Pool™ - VooFoo DNA,300860,2014
action,Call of Duty®: Ghosts - Leopard Pack,295439,2014
"action,indie",Lovely Planet,298600,2014
action,Call of Duty®: Ghosts - Hydra Pack,301111,2014
action,Call of Duty®: Ghosts - Abstract Pack,295440,2014
action,Call of Duty®: Ghosts - Tattoo Pack,301113,2014
action,Call of Duty®: Ghosts - Skulls Pack,301112,2014
action,Call of Duty®: Ghosts - Weapon - The Maverick,301116,2014
action,Call of Duty®: Ghosts - Nebula Pack,301114,2014
action,Call of Duty®: Ghosts - Blunt Force Character Pack,309870,2014
action,Call of Duty®: Ghosts - Weapon - The Ripper,301115,2014
action,Call of Duty®: Ghosts - Inferno Character Pack,309871,2014
strategy,CoH 2 - OKW Commander: Scavenge Doctrine,297514,2014
"adventure,indie,rpg",Unrest: Special Edition Extras,301720,2014
"adventure,indie,rpg",Unrest,292400,2014
"adventure,indie,rpg",Unrest: Soundtrack,301710,2014
audio production,Ohmicide,279280,2007
"casual,indie",Micron,290380,2014
simulation,X-Plane 10 AddOn - Aerosoft - Airport Amsterdam,315010,2014
"action,indie,rpg",Super Trench Attack!,311870,2014
"action,indie,rpg",Super Trench Attack! Demo,314390,2014
strategy,Wargame Red Dragon - The Millionth Mile,313560,2014
"rpg,simulation,strategy",Tropico 5 - The Big Cheese,306391,2014
"adventure,rpg,strategy",Agarest Zero - DLC Bundle #7,281607,2014
"rpg,strategy",Battle Mages: Sign of Darkness,311060,2006
"adventure,indie",Gods Will Be Watching,274290,2014
"indie,rpg",Frayed Knights: The Skull of S'makh-Daon,314120,2014
"indie,rpg,strategy",Talisman - Character Pack #7 - Black Witch,267773,2014
simulation,Train Simulator: Norfolk Southern GP38-2 High Hood Loco Add-On,258666,2014
"action,casual,indie,rpg",Zigfrak Demo,315510,2012
strategy,Graviteam Tactics: Zhalanashkol 1969,313281,2014
"casual,indie,strategy",Terrorhedron Tower Defense,299720,2014
"action,indie,rpg",UnEpic,233980,2014
"adventure,casual",Fall of the New Age Premium Edition,314510,2014
strategy,Modding Tool add-on for Rulers of Nations,315990,2014
"adventure,free to play,indie",Only If,298260,2014
"action,adventure,indie,early access",The Fifth Day,312210,2014
"action,indie",Murder Miners,274900,2014
"adventure,casual,simulation",Nicole (otome version),307190,2013
"action,massively multiplayer,rpg",Defiance: Hunter Pack,304081,2014
"simulation,sports",Total Pro Golf 3,308320,2014
"indie,sports",OlliOlli,274250,2014
"action,massively multiplayer,rpg",Defiance: Recruit Pack,304080,2014
"action,indie,rpg,strategy",Halfway,253150,2014
"casual,indie",LogiGun,308360,2012
"casual,simulation",Rocksmith® 2014 – Daryl Hall and John Oates - “Kiss On My List”,294967,2014
"casual,simulation",Rocksmith® 2014 – Rupert Holmes - “Escape (The Piña Colada Song)”,294964,2014
"casual,simulation",Rocksmith® 2014 – Toto - “Hold the Line”,294963,2014
"casual,simulation",Rocksmith® 2014 – Michael McDonald - “I Keep Forgettin’ (Every Time You’re Near)”,294966,2014
strategy,Medieval II: Total War Kingdoms,306541,2014
strategy,Shandalar Card Collection,265144,2014
strategy,Ravnica Card Collection,265143,2014
strategy,Zendikar Card Collection,265145,2014
