,genres,title,tags,specs,price,early_access,item_id,developer,anio_lanzamiento
8121,"casual,free to play,indie,simulation,sports,strategy",Pixel Puzzles Ultimate - Puzzle Pack: Medieval,"strategy,free to play,indie,casual,simulation,sports","single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,stats,steam leaderboards",4.99,False,591495,DL Softworks,2017
24827,strategy,Graviteam Tactics: Sokolovo 1943,strategy,"single-player,downloadable content,steam achievements",14.99,False,305360,Graviteam,2014
10900,simulation,OMSI 2 Add-on Downloadpack Vol. 5 – KI-Menschen,simulation,"single-player,downloadable content,full controller support,includes level editor",6.99,False,708172,Halycon Media,2017
4392,"indie,simulation,strategy,early access",Dream Factory,"early access,simulation,indie,strategy","single-player,steam trading cards",9.99,True,408440,The Tambourine,2015
21155,"indie,simulation,sports",Pulsen: Souleye,"indie,simulation,sports,music,rhythm","single-player,multi-player,shared/split screen,downloadable content,full controller support,steam trading cards,steam cloud,stats,steam turn notifications",5.99,False,370370,4-Panel Footprint,2015
13812,action,WARRIORS ALL-STARS: Special Costume for Setsuna,action,"single-player,downloadable content,steam achievements,steam trading cards,partial controller support",,False,658305,"KOEI TECMO GAMES CO., LTD.",2017
9606,"adventure,casual,indie,rpg,simulation,early access",The Exorcist,"early access,adventure,rpg,simulation,indie,casual,rpgmaker",single-player,1.99,True,683160,"Z Games,Nova Dimension",2017
4302,"adventure,indie",Outpost 13,"adventure,indie,point & click,gore,horror,pixel graphics,survival horror,blood,mature,aliens,zombies,violent,story rich,great soundtrack","single-player,steam trading cards,partial controller support",4.99,False,351060,"Cantina Games and Entertainment, Inc.",2015
3208,"indie,rpg,strategy",Fantasy Grounds - D&amp;D Monster Pack - Undead,"rpg,indie,strategy,utilities,turn-based,fantasy,software,party-based rpg","multi-player,co-op,cross-platform multiplayer,downloadable content",4.99,False,360428,"SmiteWorks USA, LLC",2015
6385,casual,Ultimate Word Search 2: Letter Boxed,"casual,puzzle",single-player,1.99,False,514490,EnsenaSoft,2016
11209,"action,adventure",Life is Strange: Before the Storm Episode 3,"adventure,action","single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",,False,704740,Deck Nine,2017
786,"simulation,strategy",Tropico 4: Modern Times,"simulation,strategy",downloadable content,6.99,False,205630,"Haemimont Games,Feral Interactive (Mac)",2012
3868,"adventure,casual,indie",The Journey Back,"adventure,indie,casual,first-person,point & click","single-player,steam trading cards",1.99,False,393550,Erwin Wolf,2015
10330,"action,casual,indie,simulation,early access",Abstractanoid,"early access,action,indie,casual,simulation","single-player,steam achievements",1.99,True,714640,katanadeath,2017
26858,"casual,strategy",Crazy Machines 2 - Invaders from Space,"strategy,casual","single-player,downloadable content",2.99,False,202454,Fakt Software,2012
27240,action,Star Raiders,"action,space","single-player,partial controller support",9.99,False,9970,Incinerator Studios,2011
8654,"action,indie",Rocking Pilot,"indie,action,arcade,shoot em up,retro,bullet hell,perma death,twin stick shooter,difficult,violent,fast-paced","single-player,steam achievements,full controller support,steam trading cards,steam cloud",5.99,False,593680,"Gungrounds,Mad Head Games",2017
10564,simulation,Flight Sim World: View &amp; Slew Add-On,simulation,"downloadable content,partial controller support",9.99,False,630914,FS FlightControl,2017
20551,"action,indie",Babel: Choice (Original Soundtrack),"action,indie","single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",2.99,False,430370,Sogoal,2016
19514,"indie,strategy",Coffee Pot Terrarium,"strategy,indie,puzzle","single-player,steam achievements,full controller support",4.99,False,444020,Brothers Flint,2016
19240,"adventure,indie,simulation",Envoy 2,"adventure,indie,simulation","single-player,steam trading cards",0.99,False,448940,NDev,2016
1626,"casual,simulation",Rocksmith® 2014 – The Who - “The Seeker”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,258376,Ubisoft - San Francisco,2013
8264,"free to play,massively multiplayer,rpg",SoulSaverOnline,"free to play,massively multiplayer,rpg","online multi-player,mmo,in-app purchases",Free To Play,False,542590,Smartbig Corportion,2012
5911,"indie,simulation,strategy",Offworld Trading Company - Scenario Toolkit DLC,"strategy,indie,simulation","single-player,multi-player,online multi-player,co-op,online co-op,cross-platform multiplayer,downloadable content,steam achievements,steam trading cards,steam workshop,partial controller support,steam cloud,stats,includes level editor",2.99,False,487300,Mohawk Games,2016
26914,indie,Tiny and Big: Grandpa's Leftovers,"indie,physics,platformer,puzzle,adventure,3d platformer,great soundtrack,third person,action,comedy,singleplayer,funny,short,atmospheric,sandbox","single-player,steam achievements,full controller support,steam trading cards,steam cloud,stats,steam leaderboards",9.99,False,205910,Black Pants Studio,2012
26401,"action,rpg",Borderlands 2: Mechromancer Supremacy Pack,"rpg,action","single-player,co-op,downloadable content,steam achievements,full controller support,steam cloud",0.99,False,225830,"GearBox Software,Aspyr (Mac &amp; Linux)",2013
2855,"action,indie",Pix the Cat,"indie,action,arcade,local multiplayer,retro,4 player local,cartoony,score attack,singleplayer,cute,fast-paced,casual,cartoon","single-player,multi-player,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",9.99,False,330180,Pastagames,2015
8810,strategy,Blitzkrieg 3,"strategy,world war ii,rts,military,real time tactics,tactical,war,multiplayer,historical,pvp,tanks,massively multiplayer,competitive,singleplayer,simulation,realistic,difficult,real-time,real-time with pause,base building","single-player,multi-player,online multi-player,mmo,steam achievements,steam trading cards",19.99,False,235380,Nival,2017
16324,"action,adventure,indie",Putty Pals,"indie,action,adventure,local co-op,funny,local multiplayer,cute","co-op,local co-op,shared/split screen,steam achievements,full controller support,steam trading cards,steam cloud",9.99,False,489110,Harmonious Games,2017
22741,rpg,Hyperdimension Neptunia Re;Birth2 Histy's Rescue Plans / いーすんの救済仕様書パック,rpg,"single-player,downloadable content,steam achievements,full controller support,steam trading cards",0.99,False,354467,"Idea Factory,Compile Heart,Felistella",2015
17081,"action,adventure,indie,rpg",Nother: an indie souls-like,"adventure,rpg,indie,action","single-player,full controller support",9.99,False,545720,Nick Everlith,2016
9596,"casual,indie",AppleSnake,"indie,casual","single-player,steam achievements,full controller support",0.99,False,672110,Verymax,2017
3822,"free to play,indie,massively multiplayer,strategy",SAGA,"free to play,strategy,massively multiplayer,indie,multiplayer,rts,fantasy","multi-player,mmo,co-op",Free,False,376140,"Silverlode Interactive,Wasatch Games",2008
13778,"casual,free to play",Carrier,"free to play,casual",single-player,Free,False,614250,Cuirass Entertainment Ltd.,2017
22766,"action,adventure,casual,free to play,rpg,strategy",Moonrise Base Game + Warden's Edition,"strategy,action,adventure,rpg,casual,free to play","single-player,multi-player,cross-platform multiplayer,downloadable content",,False,369710,Undead Labs,2015
22017,"indie,simulation,strategy",Hegemony III: Clash of the Ancients,"strategy,simulation,indie,historical,open world,rts,wargame,rome,grand strategy,real time tactics,singleplayer,alternate history,real-time with pause","single-player,steam achievements,steam trading cards,captions available,steam workshop,steam cloud,includes level editor",29.99,False,308173,Longbow Games,2015
10145,"action,adventure,casual,indie,rpg,simulation,strategy",The Caribbean Sail,"indie,adventure,casual,simulation,rpg,action,strategy,pirates,rogue-like,retro,rogue-lite,naval,choices matter,pixel graphics","single-player,steam achievements,full controller support,stats",4.99,False,657690,Victorian Clambake,2017
12710,"action,indie",Infernal Racket,"indie,action,2d,platformer,difficult,funny,arcade,replay value,rogue-like,rogue-lite,fast-paced,colorful","single-player,steam achievements,full controller support",7.99,False,664510,Game Soup LLC,2017
26480,strategy,Naval War: Arctic Circle - Operation Tarnhelm,strategy,"single-player,multi-player,online multi-player,downloadable content,steam achievements",4.99,False,220640,Turbo Tape Games,2012
18765,"action,indie",Valkyrius Prime,"action,indie,shoot em up","single-player,local co-op,full controller support",7.99,False,493670,Iridescent Games,2016
1358,simulation,DCS: A-10C Warthog - DLC,"simulation,flight,military","single-player,multi-player,co-op,downloadable content,captions available,partial controller support,includes level editor",39.99,False,245810,Eagle Dynamics SA,2010
17058,racing,Toyota Paint Scheme Pack 4,racing,"single-player,online multi-player,downloadable content,steam achievements,full controller support",Free,False,561816,Monster Games,2016
1463,"indie,simulation",Euro Truck Simulator 2 - Going East!,"simulation,driving,multiplayer,open world,indie,realistic,singleplayer,free to play","single-player,downloadable content,steam achievements,steam trading cards,partial controller support,includes level editor",9.99,False,227310,SCS Software,2013
19194,"adventure,casual,indie",The Orchard of Stray Sheep,"indie,visual novel,casual,adventure,dystopian,anime",single-player,9.99,False,485340,Namaage,2016
9379,"action,adventure,massively multiplayer,rpg",Secret World Legends: Operative Bundle,"action,adventure,rpg,massively multiplayer,violent","multi-player,online multi-player,mmo,online co-op,downloadable content,steam trading cards",19.99,False,430094,Funcom,2017
9438,"adventure,indie,strategy",GAIA 2200,"strategy,indie,adventure,tower defense","single-player,steam achievements,steam cloud",3.99,False,671200,QEGAME,2017
27541,simulation,Diaper Dash®,simulation,single-player,9.99,False,37230,Zemnott,2009
26368,action,Street Fighter X Tekken: Gems Assist 4,action,"single-player,multi-player,co-op,downloadable content,partial controller support",1.99,False,210096,"Capcom U.S.A., Inc.",2013
8509,"action,indie,strategy",Vinnie and Spike - Awesomenauts Character,"strategy,action,indie","single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,valve anti-cheat enabled,steam leaderboards",2.99,False,561541,Ronimo Games,2017
12171,sports,PRO EVOLUTION SOCCER 2018 LITE,"sports,free to play,soccer,multiplayer","single-player,multi-player,online multi-player,local multi-player,co-op,online co-op,local co-op,full controller support,in-app purchases",Free to Play,False,592600,"Konami Digital Entertainment Co., Ltd",2017
27315,simulation,Train Simulator: Doncaster Works Route Add-On,simulation,"single-player,downloadable content",8.99,False,24095,Dovetail Games,2013
21817,"adventure,free to play,indie",Discouraged Workers - Extras,"free to play,adventure,indie,mature,nudity,female protagonist,visual novel,first-person,sexual content,story rich,great soundtrack,anime,atmospheric,dark,dystopian,psychological,blood,based on a novel,cult classic,historical","single-player,downloadable content",,False,404910,YGGDRASIL STUDIO,2015
6369,"action,adventure,indie,rpg,strategy",AuroraRL - OST,"strategy,action,adventure,rpg,indie","single-player,downloadable content,steam achievements",1.99,False,497740,Sun Dogs,2016
15001,"simulation,sports",Streetball VR - Soundtrack,"simulation,sports","single-player,downloadable content",Free,False,645960,Indiecode Games,2017
20181,"action,adventure,casual,indie",Jelly Killer,"action,adventure,indie,casual,platformer","single-player,steam achievements,full controller support,steam trading cards",2.99,False,441670,Immortal Game Studio,2016
